9|2100|7.00,Last Update : 2021-03-11 17:08,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Series (Company),,,거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period(From),20061231,Korean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period(To),CPD-1TD [20210310] [20210310],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,A069500,A105190,A102110,A232080,A278540,A229200,A196230,A371460,A293180,A130730,A122260,A314250,A139260,A364980,A251350,A292150,A091160,A367380,A091180,A091170,A372330,A283580,A371160,A364960,A245710,A102780,A214980,A360200,A302190,A157490,A148070,A153130,A364990,A266370,A114260,A195930,A273130,A245340,A329750
10/29/2010 12:00:00 AM,1865914,13464,303644,,,,,,,5271,21531,,,,,,7669,,13581,10863,,,,,,553015,,,,,,,,,1502,,,,
11/1/2010 12:00:00 AM,1799076,12595,97927,,,,,,,2282,23590,,,,,,156651,,20211,19004,,,,,,484892,,,,,,,,,1834,,,,
11/2/2010 12:00:00 AM,660756,1512090,148465,,,,,,,5684,5487,,,,,,18125,,14523,14260,,,,,,291937,,,,,,,,,1903,,,,
11/3/2010 12:00:00 AM,1647927,3375,123225,,,,,,,6025,6554,,,,,,10535,,42686,28106,,,,,,1393646,,,,,,,,,1171,,,,
11/4/2010 12:00:00 AM,1509789,15180,96265,,,,,,,5880,5452,,,,,,16445,,44824,20909,,,,,,1793015,,,,,,,,,8709,,,,
11/5/2010 12:00:00 AM,1244903,599,123561,,,,,,,5790,5400,,,,,,43821,,80555,37317,,,,,,1995284,,,,,,,,,1216,,,,
11/8/2010 12:00:00 AM,895610,19385,134511,,,,,,,6117,5992,,,,,,13376,,20116,17256,,,,,,1775524,,,,,,,,,2249,,,,
11/9/2010 12:00:00 AM,896843,13655,105756,,,,,,,5751,7975,,,,,,5598,,7388,13048,,,,,,826505,,,,,,,,,13168,,,,
11/10/2010 12:00:00 AM,679153,9144,140148,,,,,,,5510,5479,,,,,,13674,,30289,14164,,,,,,392989,,,,,,,,,220,,,,
11/11/2010 12:00:00 AM,1197419,5222,218883,,,,,,,11753,5389,,,,,,15011,,20830,70059,,,,,,549525,,,,,,,,,1398,,,,
11/12/2010 12:00:00 AM,1759879,3153,292695,,,,,,,5595,5269,,,,,,21629,,32162,39789,,,,,,440143,,,,,,,,,274,,,,
11/15/2010 12:00:00 AM,1178436,13114,161892,,,,,,,5349,5774,,,,,,15584,,24440,8909,,,,,,527969,,,,,,,,,1243,,,,
11/16/2010 12:00:00 AM,1473645,31589,1439093,,,,,,,5151,5085,,,,,,8633,,8380,16218,,,,,,461205,,,,,,,,,1111,,,,
11/17/2010 12:00:00 AM,1514752,75092,636505,,,,,,,5156,7083,,,,,,5673,,12231,12034,,,,,,1141219,,,,,,,,,3211,,,,
11/18/2010 12:00:00 AM,898818,1261,3546016,,,,,,,6256,5202,,,,,,6636,,29472,4886,,,,,,684574,,,,,,,,,1014,,,,
11/19/2010 12:00:00 AM,457165,4334,269827,,,,,,,9873,5082,,,,,,8907,,9023,2971,,,,,,316020,,,,,,,,,28309,,,,
11/22/2010 12:00:00 AM,808731,540,167226,,,,,,,13700,5261,,,,,,29803,,14394,14087,,,,,,1281345,,,,,,,,,1444,,,,
11/23/2010 12:00:00 AM,934341,3311,132909,,,,,,,5501,30100,,,,,,94015,,17750,155885,,,,,,1036082,,,,,,,,,56172,,,,
11/24/2010 12:00:00 AM,1476830,17022,586151,,,,,,,5420,5041,,,,,,36791,,25768,26717,,,,,,1071294,,,,,,,,,2505,,,,
11/25/2010 12:00:00 AM,763014,7265,152225,,,,,,,5208,5125,,,,,,8031,,7540,72675,,,,,,522722,,,,,,,,,235,,,,
11/26/2010 12:00:00 AM,1085233,17877,159920,,,,,,,40113,5000,,,,,,11430,,9723,10071,,,,,,561359,,,,,,,,,476,,,,
11/29/2010 12:00:00 AM,1031073,122565,273582,,,,,,,5094,8945,,,,,,9400,,4533,5823,,,,,,501031,,,,,,,,,30646,,,,
11/30/2010 12:00:00 AM,1475590,10839,241770,,,,,,,5594,8246,,,,,,9708,,7469,27137,,,,,,778835,,,,,,,,,2968,,,,
12/1/2010 12:00:00 AM,639225,51667,186408,,,,,,,6077,5008,,,,,,11976,,12338,4907,,,,,,814127,,,,,,,,,2261,,,,
12/2/2010 12:00:00 AM,1071905,9085,211140,,,,,,,5897,5415,,,,,,5878,,24067,6739,,,,,,370107,,,,,,,,,1853,,,,
12/3/2010 12:00:00 AM,2383121,40176,109823,,,,,,,5790,5620,,,,,,54286,,10427,10416,,,,,,2156530,,,,,,,,,2325,,,,
12/6/2010 12:00:00 AM,958830,38299,96475,,,,,,,5778,5418,,,,,,67239,,16437,90677,,,,,,618759,,,,,,,,,1109,,,,
12/7/2010 12:00:00 AM,1033413,4465,118644,,,,,,,738,5328,,,,,,22351,,47919,35919,,,,,,600106,,,,,,,,,876,,,,
12/8/2010 12:00:00 AM,568969,44088,2095296,,,,,,,5684,9107,,,,,,7418,,5622,15974,,,,,,561273,,,,,,,,,3707,,,,
12/9/2010 12:00:00 AM,1241329,38785,217703,,,,,,,5431,5187,,,,,,4946,,8849,29478,,,,,,669454,,,,,,,,,443,,,,
12/10/2010 12:00:00 AM,1271787,53578,144063,,,,,,,5510,5470,,,,,,6790,,21943,25252,,,,,,747590,,,,,,,,,290,,,,
12/13/2010 12:00:00 AM,986208,107318,199376,,,,,,,39063,5266,,,,,,6386,,30708,72539,,,,,,583347,,,,,,,,,1343,,,,
12/14/2010 12:00:00 AM,571092,83440,259204,,,,,,,7823,9964,,,,,,5404,,14611,25024,,,,,,506417,,,,,,,,,11019,,,,
12/15/2010 12:00:00 AM,1314176,35386,965824,,,,,,,5205,9582,,,,,,15037,,8114,20388,,,,,,788242,,,,,,,,,24926,,,,
12/16/2010 12:00:00 AM,764580,12413,188762,,,,,,,5426,16296,,,,,,4687,,24375,25073,,,,,,836101,,,,,,,,,1552,,,,
12/17/2010 12:00:00 AM,614574,16651,205540,,,,,,,5309,18813,,,,,,18604,,49043,46299,,,,,,719495,,,,,,,,,1698,,,,
12/20/2010 12:00:00 AM,2807487,102558,506315,,,,,,,6507,5963,,,,,,18539,,49328,48419,,,,,,519076,,,,,,,,,5402,,,,
12/21/2010 12:00:00 AM,1252596,51169,270507,,,,,,,10377,3554,,,,,,6009,,10737,46693,,,,,,510295,,,,,,,,,8253,,,,
12/22/2010 12:00:00 AM,1046916,12424,724918,,,,,,,1230,6862,,,,,,6053,,18602,125866,,,,,,645219,,,,,,,,,5690,,,,
12/23/2010 12:00:00 AM,721445,11125,391139,,,,,,,5103,6628,,,,,,5060,,10698,22768,,,,,,313266,,,,,,,,,1217,,,,
12/24/2010 12:00:00 AM,998235,45676,140720,,,,,,,5399,7303,,,,,,6407,,68790,25294,,,,,,449358,,,,,,,,,6559,,,,
12/27/2010 12:00:00 AM,1239780,77375,256467,,,,,,,7561,6305,,,,,,5967,,24673,34821,,,,,,505092,,,,,,,,,2479,,,,
12/28/2010 12:00:00 AM,829904,10990,80918,,,,,,,29550,5012,,,,,,9753,,36235,43752,,,,,,688522,,,,,,,,,1079,,,,
12/29/2010 12:00:00 AM,1795486,58717,179834,,,,,,,3743,6595,,,,,,7751,,9276,23771,,,,,,478763,,,,,,,,,2316,,,,
12/30/2010 12:00:00 AM,1658776,124660,200189,,,,,,,3203,5910,,,,,,9722,,16425,28631,,,,,,611150,,,,,,,,,1951,,,,
1/3/2011 12:00:00 AM,864611,3823,126954,,,,,,,6577,6241,,,,,,10447,,19276,24440,,,,,,850088,,,,,,,,,15206,,,,
1/4/2011 12:00:00 AM,1775016,17580,106407,,,,,,,6245,5221,,,,,,21799,,30371,75558,,,,,,885397,,,,,,,,,13310,,,,
1/5/2011 12:00:00 AM,1730503,43469,96225,,,,,,,5225,5349,,,,,,23555,,39539,64762,,,,,,949466,,,,,,,,,1371,,,,
1/6/2011 12:00:00 AM,1049930,30294,205084,,,,,,,5633,5739,,,,,,25636,,31082,132368,,,,,,1217108,,,,,,,,,1633,,,,
1/7/2011 12:00:00 AM,987552,117765,162350,,,,,,,7246,5183,,,,,,9872,,13151,25277,,,,,,664271,,,,,,,,,1130,,,,
1/10/2011 12:00:00 AM,1239812,5025,94066,,,,,,,4872,17604,,,,,,14214,,36310,71705,,,,,,1742323,,,,,,,,,2207,,,,
1/11/2011 12:00:00 AM,1541744,17848,93973,,,,,,,5783,5637,,,,,,8378,,65655,84635,,,,,,944899,,,,,,,,,20344,,,,
1/12/2011 12:00:00 AM,1204076,8076,133157,,,,,,,1841,6696,,,,,,7763,,15255,72105,,,,,,766907,,,,,,,,,5079,,,,
1/13/2011 12:00:00 AM,1991338,428038,3188955,,,,,,,1285,1522,,,,,,9232,,77282,82904,,,,,,542071,,,,,,,,,737,,,,
1/14/2011 12:00:00 AM,1182079,13880,1694495,,,,,,,1138,110,,,,,,6753,,23285,39540,,,,,,562693,,,,,,,,,312,,,,
1/17/2011 12:00:00 AM,1741390,88330,321821,,,,,,,4017,276,,,,,,7022,,28797,43759,,,,,,563421,,,,,,,,,739,,,,
1/18/2011 12:00:00 AM,1700909,173,277565,,,,,,,1025,725,,,,,,19690,,47557,78440,,,,,,564563,,,,,,,,,952,,,,
1/19/2011 12:00:00 AM,1188031,33175,285771,,,,,,,5538,5163,,,,,,28334,,37934,68541,,,,,,991768,,,,,,,,,3760,,,,
1/20/2011 12:00:00 AM,1970536,25624,181991,,,,,,,13486,5381,,,,,,70999,,75224,76594,,,,,,794625,,,,,,,,,1437,,,,
1/21/2011 12:00:00 AM,2173722,10439,335002,,,,,,,6228,5760,,,,,,38758,,42608,98852,,,,,,1669796,,,,,,,,,15184,,,,
1/24/2011 12:00:00 AM,1676973,44369,237319,,,,,,,5433,5303,,,,,,6694,,36370,34674,,,,,,537517,,,,,,,,,534,,,,
1/25/2011 12:00:00 AM,799605,1476,113693,,,,,,,41808,46109,,,,,,18743,,310662,56041,,,,,,535836,,,,,,,,,75958,,,,
1/26/2011 12:00:00 AM,2106187,12676,103384,,,,,,,8978,11250,,,,,,6358,,16094,17134,,,,,,617730,,,,,,,,,2170,,,,
1/27/2011 12:00:00 AM,667577,70444,214602,,,,,,,1316,735,,,,,,53162,,15381,131583,,,,,,1050699,,,,,,,,,332,,,,
1/28/2011 12:00:00 AM,736263,1602,85877,,,,,,,1225,782,,,,,,36557,,433756,74932,,,,,,616176,,,,,,,,,1114,,,,
1/31/2011 12:00:00 AM,972888,9197,168667,,,,,,,5374,2201,,,,,,27109,,120257,79112,,,,,,745434,,,,,,,,,405,,,,
2/1/2011 12:00:00 AM,640740,789,185383,,,,,,,5283,127,,,,,,22967,,32468,18105,,,,,,604862,,,,,,,,,44497,,,,
2/7/2011 12:00:00 AM,1864167,10693,148168,,,,,,,4086,2629,,,,,,16297,,21534,41343,,,,,,485975,,,,,,,,,11738,,,,
2/8/2011 12:00:00 AM,2594968,1022,176990,,,,,,,4534,408,,,,,,108408,,24602,29484,,,,,,486332,,,,,,,,,1323,,,,
2/9/2011 12:00:00 AM,1305562,20108,175734,,,,,,,3118,1207,,,,,,412205,,47387,61302,,,,,,1094639,,,,,,,,,381,,,,
2/10/2011 12:00:00 AM,2615617,808761,228444,,,,,,,1796,8891,,,,,,60962,,15880,73301,,,,,,822213,,,,,,,,,1786,,,,
2/11/2011 12:00:00 AM,2666435,29062,804419,,,,,,,1321,4400,,,,,,169163,,31535,126279,,,,,,949320,,,,,,,,,4964,,,,
2/14/2011 12:00:00 AM,2191895,17106,431466,,,,,,,2624,7027,,,,,,56746,,13483,13322,,,,,,484476,,,,,,,,,1336,,,,
2/15/2011 12:00:00 AM,821433,6082,161796,,,,,,,2274,10854,,,,,,56943,,10614,11998,,,,,,513876,,,,,,,,,1155,,,,
2/16/2011 12:00:00 AM,1441222,85269,226891,,,,,,,6661,5300,,,,,,9560,,19130,2212851,,,,,,627033,,,,,,,,,1061,,,,
2/17/2011 12:00:00 AM,2098042,7182,286069,,,,,,,16047,7592,,,,,,6175,,16300,2671777,,,,,,1105591,,,,,,,,,7564,,,,
2/18/2011 12:00:00 AM,2072369,1010030,169006,,,,,,,11104,15100,,,,,,11475,,7215,2669387,,,,,,606171,,,,,,,,,44560,,,,
2/21/2011 12:00:00 AM,1147446,3447,119306,,,,,,,1778,6211,,,,,,7026,,13618,21310,,,,,,1666706,,,,,,,,,17378,,,,
2/22/2011 12:00:00 AM,3360711,64515,332407,,,,,,,3155,7127,,,,,,37243,,58921,38871,,,,,,1724935,,,,,,,,,256,,,,
2/23/2011 12:00:00 AM,1225409,95931,191303,,,,,,,17008,10026,,,,,,5026,,6466,18133,,,,,,724182,,,,,,,,,3474,,,,
2/24/2011 12:00:00 AM,773253,1438,551258,,,,,,,10872,6847,,,,,,2607,,14637,19258,,,,,,521375,,,,,,,,,10923,,,,
2/25/2011 12:00:00 AM,2000847,39245,127939,,,,,,,8244,3094,,,,,,4644,,9256,9626,,,,,,1037421,,,,,,,,,16761,,,,
2/28/2011 12:00:00 AM,1757724,16273,296909,,,,,,,3797,5480,,,,,,1704,,4115,9652,,,,,,563830,,,,,,,,,4220,,,,
3/2/2011 12:00:00 AM,1565542,10068,291146,,,,,,,18790,10255,,,,,,7874,,19785,53699,,,,,,1010198,,,,,,,,,1492,,,,
3/3/2011 12:00:00 AM,1208082,30252,217761,,,,,,,4440,5131,,,,,,32603,,23838,40267,,,,,,391321,,,,,,,,,2567,,,,
3/4/2011 12:00:00 AM,2988882,2419,269929,,,,,,,10068,19030,,,,,,30790,,35252,45458,,,,,,593515,,,,,,,,,1171,,,,
3/7/2011 12:00:00 AM,1770781,5489,109289,,,,,,,11190,7090,,,,,,2858,,4431,20172,,,,,,664144,,,,,,,,,3266,,,,
3/8/2011 12:00:00 AM,971468,10558,217409,,,,,,,15700,4501,,,,,,29034,,13753,4621,,,,,,288470,,,,,,,,,2605,,,,
3/9/2011 12:00:00 AM,1878827,1153,128577,,,,,,,8525,7011,,,,,,73054,,12164,76988,,,,,,765491,,,,,,,,,5765,,,,
3/10/2011 12:00:00 AM,2194074,20718,155505,,,,,,,9791,5120,,,,,,61438,,15609,8807,,,,,,4073466,,,,,,,,,12370,,,,
3/11/2011 12:00:00 AM,3759922,332876,113757,,,,,,,9906,5173,,,,,,27659,,10261,8555,,,,,,700469,,,,,,,,,28,,,,
3/14/2011 12:00:00 AM,2115065,136390,247762,,,,,,,5435,3020,,,,,,19259,,14212,37310,,,,,,907484,,,,,,,,,1328,,,,
3/15/2011 12:00:00 AM,3923058,50366,728337,,,,,,,1494,6438,,,,,,21546,,19228,29513,,,,,,777587,,,,,,,,,12614,,,,
3/16/2011 12:00:00 AM,3637254,417623,265868,,,,,,,1030,788,,,,,,11290,,13163,375477,,,,,,689950,,,,,,,,,1203,,,,
3/17/2011 12:00:00 AM,1469517,8516,193991,,,,,,,3648,20771,,,,,,53018,,13474,13079,,,,,,612787,,,,,,,,,1329,,,,
3/18/2011 12:00:00 AM,1480623,225277,169556,,,,,,,6589,17492,,,,,,7145,,25482,360730,,,,,,419333,,,,,,,,,33035,,,,
3/21/2011 12:00:00 AM,1819811,22982,143042,,,,,,,6306,10066,,,,,,7940,,10782,13325,,,,,,354048,,,,,,,,,1066,,,,
3/22/2011 12:00:00 AM,1714482,52539,176055,,,,,,,3199,6022,,,,,,3867,,29893,25365,,,,,,493614,,,,,,,,,11050,,,,
3/23/2011 12:00:00 AM,6608816,27861,519253,,,,,,,10294,6542,,,,,,13089,,20031,79110,,,,,,534397,,,,,,,,,11310,,,,
3/24/2011 12:00:00 AM,1935424,36279,348450,,,,,,,6070,3302,,,,,,15023,,19724,33364,,,,,,470762,,,,,,,,,185340,,,,
3/25/2011 12:00:00 AM,1668720,20339,290400,,,,,,,1839,4490,,,,,,8489,,23736,37857,,,,,,502786,,,,,,,,,1015,,,,
3/28/2011 12:00:00 AM,815391,48026,149268,,,,,,,1502,3665,,,,,,12054,,20774,17948,,,,,,575040,,,,,,,,,2491,,,,
3/29/2011 12:00:00 AM,1202334,113560,198449,,,,,,,4356,3000,,,,,,10079,,27230,85953,,,,,,501249,,,,,,,,,1163,,,,
3/30/2011 12:00:00 AM,1907413,8144,197486,,,,,,,4847,9165,,,,,,36052,,29902,2947021,,,,,,830166,,,,,,,,,3121,,,,
3/31/2011 12:00:00 AM,1942268,17835,212514,,,,,,,5874,6075,,,,,,8407,,30765,61748,,,,,,695603,,,,,,,,,8705,,,,
4/1/2011 12:00:00 AM,1578211,12567,435500,,,,,,,6413,16805,,,,,,20928,,17835,44736,,,,,,982285,,,,,,,,,7607,,,,
4/4/2011 12:00:00 AM,1623334,51844,294747,,,,,,,25681,22581,,,,,,19210,,39749,62923,,,,,,1636350,,,,,,,,,6996,,,,
4/5/2011 12:00:00 AM,1120936,36822,144673,,,,,,,8111,7871,,,,,,3458,,23329,54172,,,,,,962648,,,,,,,,,2235,,,,
4/6/2011 12:00:00 AM,1269860,238317,274947,,,,,,,5460,9228,,14847,,,,13603,,143244,1925669,,,,,,1121142,,,,,,,,,4225,,,,
4/7/2011 12:00:00 AM,908296,101566,182408,,,,,,,9154,14782,,5391,,,,6439,,125608,49551,,,,,,720357,,,,,,,,,11780,,,,
4/8/2011 12:00:00 AM,1417277,27201,250795,,,,,,,4059,2065,,1968,,,,26145,,30291,41864,,,,,,883317,,,,,,,,,1635,,,,
4/11/2011 12:00:00 AM,739883,1860,146685,,,,,,,4638,4590,,4285,,,,10042,,229878,57393,,,,,,732988,,,,,,,,,5650,,,,
4/12/2011 12:00:00 AM,1800630,45303,356221,,,,,,,2108,4801,,4840,,,,8038,,27581,75234,,,,,,428442,,,,,,,,,3241,,,,
4/13/2011 12:00:00 AM,650514,217610,205196,,,,,,,11139,7807,,6408,,,,6804,,250929,369881,,,,,,632528,,,,,,,,,2494,,,,
4/14/2011 12:00:00 AM,1933914,3987,771834,,,,,,,6799,23006,,5048,,,,57930,,34164,104583,,,,,,407454,,,,,,,,,3521,,,,
4/15/2011 12:00:00 AM,1318669,10326,252695,,,,,,,7634,5198,,1770,,,,50087,,40252,36502,,,,,,765054,,,,,,,,,310,,,,
4/18/2011 12:00:00 AM,632347,336,382062,,,,,,,4686,7127,,5024,,,,16401,,113653,62832,,,,,,844979,,,,,,,,,1157,,,,
4/19/2011 12:00:00 AM,791016,21254,240564,,,,,,,4294,6309,,8522,,,,10608,,41561,84298,,,,,,666584,,,,,,,,,5246,,,,
4/20/2011 12:00:00 AM,1370608,72267,117227,,,,,,,5491,2501,,17471,,,,26994,,55830,23473,,,,,,766488,,,,,,,,,4136,,,,
4/21/2011 12:00:00 AM,2600296,20212,361216,,,,,,,10235,9753,,76628,,,,72545,,59690,77522,,,,,,1204910,,,,,,,,,1151,,,,
4/22/2011 12:00:00 AM,1438004,12963,232694,,,,,,,9171,12348,,47337,,,,54088,,54650,102453,,,,,,680985,,,,,,,,,15727,,,,
4/25/2011 12:00:00 AM,1248325,31332,269034,,,,,,,3216,7739,,12779,,,,13010,,45017,64537,,,,,,734542,,,,,,,,,1509,,,,
4/26/2011 12:00:00 AM,827034,1134,412283,,,,,,,2063,4186,,99715,,,,20431,,107043,66266,,,,,,1113503,,,,,,,,,8412,,,,
4/27/2011 12:00:00 AM,1647921,9329,170645,,,,,,,3340,4775,,47854,,,,15639,,84149,75585,,,,,,1495911,,,,,,,,,1824,,,,
4/28/2011 12:00:00 AM,2592572,9763,460002,,,,,,,13441,5740,,41483,,,,30868,,200266,46098,,,,,,1016668,,,,,,,,,33993,,,,
4/29/2011 12:00:00 AM,1182824,1901,245218,,,,,,,7449,4246,,53870,,,,67064,,56928,185679,,,,,,758072,,,,,,,,,14351,,,,
5/2/2011 12:00:00 AM,1755893,2489,718367,,,,,,,9800,4486,,7756,,,,29508,,50338,66675,,,,,,1289640,,,,,,,,,1638,,,,
5/3/2011 12:00:00 AM,1623007,37690,722205,,,,,,,12088,7772,,3458,,,,8749,,45365,66445,,,,,,795939,,,,,,,,,6723,,,,
5/4/2011 12:00:00 AM,1610490,24653,361677,,,,,,,5538,3065,,8061,,,,118454,,150990,37791,,,,,,535674,,,,,,,,,20,,,,
5/6/2011 12:00:00 AM,1511226,2936,384647,,,,,,,20276,26167,,3399,,,,23507,,48295,47939,,,,,,669546,,,,,,,,,4525,,,,
5/9/2011 12:00:00 AM,1722294,9754,247094,,,,,,,8940,10068,,6627,,,,4977,,43951,28938,,,,,,509832,,,,,,,,,88,,,,
5/11/2011 12:00:00 AM,1182758,31468,344094,,,,,,,5573,5817,,32299,,,,59310,,32681,121076,,,,,,533821,,,,,,,,,149,,,,
5/12/2011 12:00:00 AM,1479519,60718,454436,,,,,,,4641,1524,,19441,,,,9004,,25539,20359,,,,,,267024,,,,,,,,,5373,,,,
5/13/2011 12:00:00 AM,2493361,412830,619878,,,,,,,5258,4391,,4554,,,,18522,,38833,410382,,,,,,662565,,,,,,,,,20085,,,,
5/16/2011 12:00:00 AM,2198994,13236,691118,,,,,,,4937,6007,,24367,,,,10615,,17164,280214,,,,,,334420,,,,,,,,,1022,,,,
5/17/2011 12:00:00 AM,1509482,16304,325616,,,,,,,1220,2934,,9623,,,,4037,,27308,29245,,,,,,335956,,,,,,,,,18137,,,,
5/18/2011 12:00:00 AM,882303,2632,185542,,,,,,,4258,3866,,3719,,,,7823,,334660,213157,,,,,,414353,,,,,,,,,1008,,,,
5/19/2011 12:00:00 AM,1302863,24451,379112,,,,,,,3397,2550,,5772,,,,12162,,24688,43886,,,,,,204056,,,,,,,,,1104,,,,
5/20/2011 12:00:00 AM,1488084,206405,269401,,,,,,,2331,1953,,24552,,,,108083,,53898,15215,,,,,,229181,,,,,,,,,3427,,,,
5/23/2011 12:00:00 AM,2111664,40648,165385,,,,,,,6276,16853,,3556,,,,6260,,89283,37510,,,,,,252230,,,,,,,,,3202,,,,
5/24/2011 12:00:00 AM,2693643,135953,188902,,,,,,,6701,6440,,2041,,,,6244,,121237,27714,,,,,,370876,,,,,,,,,1010,,,,
5/25/2011 12:00:00 AM,1871085,28613,312986,,,,,,,14537,4582,,1383,,,,110269,,18785,41179,,,,,,233282,,,,,,,,,4453,,,,
5/26/2011 12:00:00 AM,1075316,23487,438721,,,,,,,5249,4160,,16743,,,,8501,,40660,7918,,,,,,409979,,,,,,,,,6,,,,
5/27/2011 12:00:00 AM,766790,14510,403734,,,,,,,2388,3068,,20019,,,,10160,,42250,11259,,,,,,240316,,,,,,,,,1045,,,,
5/30/2011 12:00:00 AM,703553,6110,123197,,,,,,,2731,5088,,22958,,,,4205,,27934,14673,,,,,,616946,,,,,,,,,1060,,,,
5/31/2011 12:00:00 AM,1268055,15551,191436,,,,,,,6233,3826,,61937,,,,8957,,29061,25540,,,,,,404450,,,,,,,,,1229,,,,
6/1/2011 12:00:00 AM,908638,142,114134,,,,,,,10490,6249,,853,,,,2980,,52088,75941,,,,,,536787,,,,,,,,,2107,,,,
6/2/2011 12:00:00 AM,693212,14493,425864,,,,,,,6857,10222,,3262,,,,24393,,115990,47375,,,,,,453588,,,,,,,,,1272,,,,
6/3/2011 12:00:00 AM,1037534,1230,454053,,,,,,,6042,5264,,1767,,,,36754,,32828,109958,,,,,,773435,,,,,,,,,1075,,,,
6/7/2011 12:00:00 AM,843286,86,194138,,,,,,,5562,6200,,18929,,,,103942,,32863,53517,,,,,,155889,,,,,,,,,7703,,,,
6/8/2011 12:00:00 AM,1043660,91,324981,,,,,,,4531,3068,,35649,,,,21427,,181271,18077,,,,,,351794,,,,,,,,,5687,,,,
6/9/2011 12:00:00 AM,2473994,22336,234988,,,,,,,2099,3521,,24067,,,,4930,,11696,21379,,,,,,386142,,,,,,,,,109,,,,
6/10/2011 12:00:00 AM,2128102,18871,332984,,,,,,,22023,12531,,6692,,,,10694,,38244,26575,,,,,,387311,,,,,,,,,10013,,,,
6/13/2011 12:00:00 AM,2048360,1907,473069,,,,,,,5967,5136,,6267,,,,4013,,33584,19537,,,,,,324604,,,,,,,,,7774,,,,
6/14/2011 12:00:00 AM,1935781,201599,139329,,,,,,,6621,1528,,11625,,,,3264,,29615,23836,,,,,,374904,,,,,,,,,691,,,,
6/15/2011 12:00:00 AM,980684,11953,145086,,,,,,,5163,3003,,9242,,,,3318,,28783,12628,,,,,,295303,,,,,,,,,1115,,,,
6/16/2011 12:00:00 AM,1146898,2603,505711,,,,,,,1479,2007,,9671,,,,2520,,25807,8949,,,,,,309534,,,,,,,,,134,,,,
6/17/2011 12:00:00 AM,1591150,10864,198122,,,,,,,1517,5041,,1193,,,,14358,,20297,22900,,,,,,1420725,,,,,,,,,1458,,,,
6/20/2011 12:00:00 AM,3032408,3290,1745218,,,,,,,6015,4285,,787,,,,52834,,13042,9190,,,,,,334086,,,,,,,,,1461,,,,
6/21/2011 12:00:00 AM,2087270,7416,211939,,,,,,,4263,3102,,43696,,,,143077,,26135,133294,,,,,,407908,,,,,,,,,1215,,,,
6/22/2011 12:00:00 AM,1617143,5334,126057,,,,,,,3574,2741,,18267,,,,13899,,14011,12871,,,,,,303016,,,,,,,,,1266,,,,
6/23/2011 12:00:00 AM,1023010,384,127662,,,,,,,7744,2598,,7228,,,,2196,,13249,7045,,,,,,406540,,,,,,,,,1133,,,,
6/24/2011 12:00:00 AM,2702427,5656,382594,,,,,,,6178,2081,,29593,,,,3838,,24960,20677,,,,,,1008407,,,,,,,,,1177,,,,
6/27/2011 12:00:00 AM,1503730,4090,139296,,,,,,,4672,6118,,44134,,,,13689,,26253,13157,,,,,,504697,,,,,,,,,1579,,,,
6/28/2011 12:00:00 AM,925875,24577,134387,,,,,,,5831,3267,,17092,,,,1514,,13945,13769,,,,,,212832,,,,,,,,,1375,,,,
6/29/2011 12:00:00 AM,1305897,5075,148894,,,,,,,4937,1767,,22383,,,,35883,,38068,3063,,,,,,435537,,,,,,,,,12424,,,,
6/30/2011 12:00:00 AM,2061799,16997,242415,,,,,,,5386,3422,,1269,,,,8915,,45809,12066,,,,,,1063061,,,,,,,,,1652,,,,
7/1/2011 12:00:00 AM,1572636,4503,879553,,,,,,,22762,1703,,1808,,,,21062,,32639,30578,,,,,,694430,,,,,,,,,424,,,,
7/4/2011 12:00:00 AM,2360226,4574,102883,,,,,,,20645,3130,,8385,,,,73022,,35371,61937,,,,,,498999,,,,,,,,,4138,,,,
7/5/2011 12:00:00 AM,2639328,2298,1199655,,,,,,,22219,2382,,35404,,,,8920,,25340,21921,,,,,,827878,,,,,,,,,539,,,,
7/6/2011 12:00:00 AM,1656764,4692,70340,,,,,,,23700,3000,,27844,,,,11380,,15098,37141,,,,,,557563,,,,,,,,,9552,,,,
7/7/2011 12:00:00 AM,3130803,5835,82367,,,,,,,16163,2151,,12522,,,,6279,,39915,31021,,,,,,940880,,,,,,,,,255,,,,
7/8/2011 12:00:00 AM,2089072,58271,204224,,,,,,,47840,9157,,6463,,,,8523,,36213,14869,,,,,,701864,,,,,,,,,2273,,,,
7/11/2011 12:00:00 AM,3267079,4772,131242,,,,,,,33318,3343,,2162,,,,3966,,115707,13467,,,,,,305178,,,,,,,,,5162,,,,
7/12/2011 12:00:00 AM,1936473,12593,597560,,,,,,,43402,4550,,12907,,,,57138,,132686,16181,,,,,,411303,,,,,,,,,20984,,,,
7/13/2011 12:00:00 AM,2880751,1252,2077185,,,,,,,64230,7017,,3811,,,,10323,,36967,8686,,,,,,291080,,,,,,,,,242,,,,
